mlbid,fullname,firstname,lastname,position,priority_pos,projection_name,ip,w,sv,k,era,whip,w_zscore,sv_zscore,k_zscore,era_zscore,whip_zscore,unadjusted_zsum,replacement_pos,adjustment_zscore,final_zsum,value,hit_pitch
592454.0,Tommy Kahnle,Tommy,Kahnle,RP,RP,steamer,30.0,1.0,0.0,33.0,4.01,1.45,-1.1623427699240136,-0.6192333315455485,-1.1796008166379315,1.0517567698459267,1.0805442343486957,-0.8288759139128712,RP,-0.07979051039360607,-0.9086664243064773,-8.7,p
625643.0,Reynaldo Lopez,Reynaldo,Lopez,SP,SP,steamer,28.0,1.0,0.0,28.0,4.31,1.38,-1.1623427699240136,-0.6192333315455485,-1.2701169189484196,1.0498527220183478,1.1536033695865113,-0.8482369288131226,SP,0.6596060982602885,-0.18863083055283414,-1.0,p
608334.0,Carson Fulmer,Carson,Fulmer,SP,SP,steamer,28.0,1.0,0.0,25.0,4.86,1.54,-1.1623427699240136,-0.6192333315455485,-1.3244265803347126,0.9726886784796187,1.0862566770216113,-1.0470573263030447,SP,0.6596060982602885,-0.3874512280427562,-3.1,p
641501.0,Tyler Danish,Tyler,Danish,SP,SP,steamer,28.0,1.0,0.0,18.0,5.33,1.54,-1.1623427699240136,-0.6192333315455485,-1.451149123569396,0.9067484958192504,1.0862566770216113,-1.2397200521980964,SP,0.6596060982602885,-0.580113953937808,-5.2,p
573668.0,Juan Minaya,Juan,Minaya,RP,RP,steamer,20.0,1.0,0.0,18.0,4.84,1.5,-1.1623427699240136,-0.6192333315455485,-1.451149123569396,1.169507096025156,1.2834862766759612,-0.7797318523378411,RP,-0.07979051039360607,-0.8595223627314472,-8.2,p
545357.0,Matt Purke,Matt,Purke,RP,RP,steamer,15.0,1.0,0.0,13.0,4.45,1.52,-1.1623427699240136,-0.6192333315455485,-1.5416652258798842,1.320077193969234,1.3917220325838362,-0.6114421007963762,RP,-0.07979051039360607,-0.6912326111899822,-6.4,p
430884.0,Jesse Crain,Jesse,Crain,RP,RP,steamer,1.0,0.0,0.0,1.0,3.96,1.3,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.6346960442157787,1.7149260259198518,-0.437363585924021,RP,-0.07979051039360607,-0.5171540963176271,-4.5,p
521055.0,Maikel Cleto,Maikel,Cleto,RP,RP,steamer,1.0,0.0,0.0,1.0,3.94,1.37,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.6347962572593355,1.713873733848525,-0.438315664951791,RP,-0.07979051039360607,-0.518106175345397,-4.5,p
641420.0,Zack Burdi,Zack,Burdi,RP,RP,steamer,1.0,0.0,0.0,1.0,4.19,1.44,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.6335435942148755,1.7128214417771985,-0.4406206200675775,RP,-0.07979051039360607,-0.5204111304611836,-4.6,p
545363.0,Jacob Turner,Jacob,Turner,RP,RP,steamer,1.0,0.0,0.0,1.0,4.58,1.41,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.6315894398655182,1.7132724240934813,-0.442123792100652,RP,-0.07979051039360607,-0.5219143024942581,-4.6,p
544930.0,Blake Smith,Blake,Smith,RP,RP,steamer,1.0,0.0,0.0,1.0,4.55,1.47,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.6317397594308534,1.7123704594609157,-0.44287543716788247,RP,-0.07979051039360607,-0.5226659475614885,-4.6,p
434637.0,Matt Lindstrom,Matt,Lindstrom,RP,RP,steamer,1.0,0.0,0.0,1.0,4.69,1.48,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.6310382681259559,1.7122201320221548,-0.44372725591154083,RP,-0.07979051039360607,-0.5235177663051469,-4.6,p
446372.0,Corey Kluber,Corey,Kluber,SP,SP,steamer,211.0,14.0,0.0,221.0,3.42,1.15,2.0422311112214255,-0.6192333315455485,2.223804630236424,-1.9612485977325447,-1.9132267085753731,-0.22767289639561694,SP,0.6596060982602885,0.43193320186467155,5.6,p
471911.0,Carlos Carrasco,Carlos,Carrasco,SP,SP,steamer,186.0,13.0,0.0,189.0,3.37,1.17,1.7957254280563921,-0.6192333315455485,1.6445015754492998,-1.4862387712733567,-1.5369571293567466,-0.20220222866995985,SP,0.6596060982602885,0.45740386959032864,5.9,p
517593.0,Danny Salazar,Danny,Salazar,SP,SP,steamer,169.0,12.0,0.0,178.0,3.76,1.26,1.5492197448913583,-0.6192333315455485,1.4453661503662256,-1.5294305930463328,-1.4666038880166283,-0.6206819173509257,SP,0.6596060982602885,0.03892418090936278,1.4,p
545333.0,Trevor Bauer,Trevor,Bauer,SP,SP,steamer,134.0,8.0,0.0,120.0,4.28,1.36,0.5631970122312231,-0.6192333315455485,0.3953793635645628,-1.2191710101945088,-1.0050986510205504,-1.8849266169648218,SP,0.6596060982602885,-1.2253205187045333,-12.1,p
458708.0,Josh Tomlin,Josh,Tomlin,SP,SP,steamer,133.0,8.0,0.0,94.0,4.51,1.27,0.5631970122312231,-0.6192333315455485,-0.07530436844997569,-1.3510012689934667,-0.8047121751522207,-2.2870541319099886,SP,0.6596060982602885,-1.6274480336497001,-16.4,p
605182.0,Mike Clevinger,Mike,Clevinger,SP,SP,steamer,67.0,4.0,0.0,63.0,4.32,1.35,-0.42282572042891214,-0.6192333315455485,-0.6365042027750024,0.2042550604861472,0.3747569093660944,-1.0995512848972215,SP,0.6596060982602885,-0.43994518663693305,-3.7,p
453192.0,Andrew Miller,Andrew,Miller,RP,RP,steamer,65.0,4.0,20.0,97.0,2.19,0.95,-0.42282572042891214,0.996157968138491,-0.02099470706368279,0.941271889324565,0.8061966586099849,2.299806088580446,RP,-0.07979051039360607,2.22001557818684,24.7,p
592102.0,Cody Allen,Cody,Allen,RP,RP,steamer,65.0,4.0,18.0,79.0,3.26,1.19,-0.42282572042891214,0.834618838170087,-0.3468526753814402,0.5927810303558251,0.5716858541429225,1.2294073268584822,RP,-0.07979051039360607,1.1496168164648761,13.3,p
457429.0,Boone Logan,Boone,Logan,RP,RP,steamer,55.0,3.0,0.0,60.0,3.66,1.29,-0.6693314035939459,-0.6192333315455485,-0.6908138641612953,0.6458939434409241,0.6678954149499224,-0.6655892409099432,RP,-0.07979051039360607,-0.7453797513035493,-7.0,p
543766.0,Bryan Shaw,Bryan,Shaw,RP,RP,steamer,55.0,3.0,2.0,51.0,3.76,1.32,-0.6693314035939459,-0.4576942015771446,-0.853742848320174,0.6183353564628067,0.6430913875543677,-0.7193417094740902,RP,-0.07979051039360607,-0.7991322198676962,-7.5,p
608641.0,Tim Cooney,Tim,Cooney,SP,SP,steamer,46.0,3.0,0.0,35.0,4.41,1.36,-0.6693314035939459,-0.6192333315455485,-1.1433943757137361,0.6380773260434943,0.7940201360703489,-0.9998616487393873,SP,0.6596060982602885,-0.34025555047909883,-2.6,p
519096.0,Dan Otero,Dan,Otero,RP,RP,steamer,45.0,2.0,0.0,33.0,3.61,1.27,-0.9158370867589798,-0.6192333315455485,-1.1796008166379315,0.8405577805499902,0.8753472804400161,-0.9987661739524535,RP,-0.07979051039360607,-1.0785566843460597,-10.5,p
502083.0,Zach McAllister,Zach,McAllister,RP,RP,steamer,40.0,2.0,0.0,40.0,3.72,1.23,-0.9158370867589798,-0.6192333315455485,-1.052878273403248,0.9089531827774998,0.9948575942549613,-0.6841379146753152,RP,-0.07979051039360607,-0.7639284250689212,-7.2,p
542888.0,Shawn Armstrong,Shawn,Armstrong,RP,RP,steamer,35.0,2.0,0.0,41.0,3.53,1.32,-0.9158370867589798,-0.6192333315455485,-1.0347750529411504,1.0354721502679483,1.0399558258832426,-0.49441749509448774,RP,-0.07979051039360607,-0.5742080054880938,-5.1,p
592330.0,Perci Garner,Perci,Garner,RP,RP,steamer,30.0,1.0,0.0,26.0,4.33,1.46,-1.1623427699240136,-0.6192333315455485,-1.306323359872615,1.003654508938667,1.0760344111858677,-1.0082105412176423,RP,-0.07979051039360607,-1.0880010516112484,-10.6,p
607320.0,Ryan Merritt,Ryan,Merritt,SP,SP,steamer,28.0,2.0,0.0,18.0,4.29,1.31,-0.9158370867589798,-0.6192333315455485,-1.451149123569396,1.0526586872379378,1.1830675475836552,-0.7504933070523314,SP,0.6596060982602885,-0.09088720879204293,0.0,p
641490.0,Kyle Crockett,Kyle,Crockett,RP,RP,steamer,25.0,1.0,0.0,22.0,3.88,1.37,-1.1623427699240136,-0.6192333315455485,-1.3787362417210054,1.168504965589588,1.2195971152025629,-0.7722102623984166,RP,-0.07979051039360607,-0.8520007727920227,-8.1,p
429780.0,Chris Narveson,Chris,Narveson,RP,RP,steamer,20.0,1.0,0.0,17.0,4.25,1.35,-1.1623427699240136,-0.6192333315455485,-1.4692523440314935,1.2286327917236624,1.3285845083042425,-0.6936111454731508,RP,-0.07979051039360607,-0.7734016558667569,-7.3,p
594736.0,Cody Anderson,Cody,Anderson,SP,SP,steamer,18.0,1.0,0.0,14.0,4.37,1.33,-1.1623427699240136,-0.6192333315455485,-1.5235620054177865,1.2604003265311652,1.3745847045650894,-0.6701530757910941,SP,0.6596060982602885,-0.010546977530805579,0.9,p
444935.0,Nick Hagadone,Nick,Hagadone,RP,RP,steamer,1.0,0.0,0.0,1.0,3.74,1.3,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.6357983876949034,1.7149260259198518,-0.4362612424448964,RP,-0.07979051039360607,-0.5160517528385025,-4.5,p
592644.0,Adam Plutko,Adam,Plutko,RP,RP,steamer,1.0,0.0,0.0,1.0,4.04,1.26,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.6342951920415514,1.7155273356748955,-0.4371631283432047,RP,-0.07979051039360607,-0.5169536387368108,-4.5,p
656420.0,J.P. Feyereisen,J.P.,Feyereisen,RP,RP,steamer,1.0,0.0,0.0,1.0,4.02,1.38,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.6343954050851084,1.7137234064097642,-0.438866844564779,RP,-0.07979051039360607,-0.518657354958385,-4.5,p
543334.0,T.J. House,T.J.,House,RP,RP,steamer,1.0,0.0,0.0,1.0,3.98,1.43,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.6345958311722217,1.7129717692159594,-0.4394180556714704,RP,-0.07979051039360607,-0.5192085660650765,-4.5,p
425786.0,Scott Atchison,Scott,Atchison,RP,RP,steamer,1.0,0.0,0.0,1.0,4.2,1.37,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.6334934876930973,1.713873733848525,-0.4396184345180292,RP,-0.07979051039360607,-0.5194089449116353,-4.5,p
434378.0,Justin Verlander,Justin,Verlander,SP,SP,steamer,208.0,14.0,0.0,213.0,3.65,1.18,2.0422311112214255,-0.6192333315455485,2.078978866539643,-2.1495489065757543,-1.9551680639896751,-0.6027403243499094,SP,0.6596060982602885,0.05686577391037906,1.6,p
519455.0,Jordan Zimmermann,Jordan,Zimmermann,SP,SP,steamer,176.0,10.0,0.0,117.0,4.54,1.32,1.0562083785612908,-0.6192333315455485,0.34106970217826993,-2.3491732893408814,-1.7579384643353253,-3.3290670044821944,SP,0.6596060982602885,-2.669460906221906,-27.5,p
605242.0,Michael Fulmer,Michael,Fulmer,SP,SP,steamer,175.0,11.0,0.0,150.0,4.02,1.3,1.3027140617263244,-0.6192333315455485,0.9384759774274919,-1.8704555802700915,-1.6854806388525532,-1.933979511514377,SP,0.6596060982602885,-1.2743734132540885,-12.6,p
596057.0,Daniel Norris,Daniel,Norris,SP,SP,steamer,124.0,8.0,0.0,114.0,4.28,1.35,0.5631970122312231,-0.6192333315455485,0.28676004079197703,-1.0047150969829768,-0.7820127318993193,-1.5560041074046445,SP,0.6596060982602885,-0.896398009144356,-8.6,p
571510.0,Matt Boyd,Matt,Boyd,SP,SP,steamer,115.0,7.0,0.0,93.0,4.61,1.35,0.3166913290661893,-0.6192333315455485,-0.09340758891207333,-1.0018590252416086,-0.5993648938047802,-1.9971735104378214,SP,0.6596060982602885,-1.337567412177533,-13.3,p
571656.0,Buck Farmer,Buck,Farmer,SP,SP,steamer,79.0,4.0,0.0,63.0,4.63,1.41,-0.42282572042891214,-0.6192333315455485,-0.6365042027750024,-0.1782080202483447,0.05997125260069141,-1.7968000223971163,SP,0.6596060982602885,-1.1371939241368278,-11.1,p
458677.0,Justin Wilson,Justin,Wilson,RP,RP,steamer,65.0,3.0,1.0,67.0,3.42,1.26,-0.6693314035939459,-0.5384637665613465,-0.56409132092661185,0.5406702477062939,0.5032868695066959,-0.7279293738689145,RP,-0.07979051039360607,-0.8077198842625206,-7.6,p
408061.0,Francisco Rodriguez,Francisco,Rodriguez,RP,RP,steamer,65.0,3.0,33.0,58.0,4.07,1.32,-0.6693314035939459,2.0461623129331166,-0.7270203050854905,0.32897019319257326,0.44465916838993036,1.4234399658361836,RP,-0.07979051039360607,1.3436494554425775,15.3,p
434671.0,Anibal Sanchez,Anibal,Sanchez,SP,SP,steamer,65.0,4.0,0.0,53.0,4.44,1.34,-0.42282572042891214,-0.6192333315455485,-0.8175364073959788,0.20846400831553227,0.4251166013510083,-1.2260148497038987,SP,0.6596060982602885,-0.5664087514436102,-5.0,p
541652.0,Bruce Rondon,Bruce,Rondon,RP,RP,steamer,55.0,3.0,0.0,61.0,3.84,1.33,-0.6693314035939459,-0.6192333315455485,-0.6727106436991976,0.5962884868803128,0.6348233784225161,-0.7301635135358632,RP,-0.07979051039360607,-0.8099540239294692,-7.6,p
543935.0,Alex Wilson,Alex,Wilson,RP,RP,steamer,55.0,3.0,1.0,40.0,4.41,1.39,-0.6693314035939459,-0.5384637665613465,-1.052878273403248,0.4392045411050431,0.585215323631407,-1.2362535788220903,RP,-0.07979051039360607,-1.3160440892156964,-13.0,p
594986.0,Kyle Ryan,Kyle,Ryan,RP,RP,steamer,45.0,2.0,0.0,31.0,4.19,1.4,-0.9158370867589798,-0.6192333315455485,-1.2158072575621268,0.7097797587083782,0.7874057287648678,-1.2536921883934091,RP,-0.07979051039360607,-1.3334826987870152,-13.2,p
621385.0,Daniel Stumpf,Daniel,Stumpf,RP,RP,steamer,40.0,2.0,0.0,33.0,4.26,1.4,-0.9158370867589798,-0.6192333315455485,-1.1796008166379315,0.800723095736166,0.8926349358975239,-1.02131320330877,RP,-0.07979051039360607,-1.101103713702376,-10.8,p
543278.0,Blaine Hardy,Blaine,Hardy,RP,RP,steamer,35.0,2.0,0.0,28.0,4.11,1.39,-0.9158370867589798,-0.6192333315455485,-1.2701169189484196,0.9337559110578055,1.003125603386813,-0.8683058228083294,RP,-0.07979051039360607,-0.9480963332019354,-9.1,p
572888.0,Shane Greene,Shane,Greene,RP,RP,steamer,30.0,2.0,0.0,27.0,3.82,1.28,-0.9158370867589798,-0.6192333315455485,-1.2882201394105173,1.0803174872596122,1.157211228116774,-0.5857618423386595,RP,-0.07979051039360607,-0.6655523527322655,-6.1,p
622783.0,Sandy Baez,Sandy,Baez,SP,SP,steamer,28.0,1.0,0.0,13.0,6.04,1.69,-1.1623427699240136,-0.6192333315455485,-1.5416652258798842,0.8071367305238004,1.0231191527420176,-1.4929854440836283,SP,0.6596060982602885,-0.8333793458233398,-7.9,p
572403.0,Drew VerHagen,Drew,VerHagen,RP,RP,steamer,20.0,1.0,0.0,15.0,4.16,1.41,-1.1623427699240136,-0.6192333315455485,-1.5054587849556889,1.2376519656437737,1.31054521565293,-0.7388377051285473,RP,-0.07979051039360607,-0.8186282155221534,-7.7,p
451783.0,Dustin Molleken,Dustin,Molleken,RP,RP,steamer,10.0,0.0,0.0,9.0,4.32,1.45,-1.4088484530890473,-0.6192333315455485,-1.6140781077282746,1.4380780527573551,1.5164938067554143,-0.687588032850101,RP,-0.07979051039360607,-0.767378543243707,-7.2,p
599683.0,Warwick Saupold,Warwick,Saupold,RP,RP,steamer,10.0,0.0,0.0,7.0,4.42,1.4,-1.4088484530890473,-0.6192333315455485,-1.65028454865247,1.4330674005795156,1.5240101786934612,-0.7212887540140889,RP,-0.07979051039360607,-0.801079264407695,-7.5,p
641302.0,Tyler Alexander,Tyler,Alexander,RP,RP,steamer,1.0,0.0,0.0,1.0,4.74,1.4,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.6307877355170637,1.7134227515322422,-0.44277516901034564,RP,-0.07979051039360607,-0.5225656794039517,-4.6,p
518633.0,Danny Duffy,Danny,Duffy,SP,SP,steamer,187.0,11.0,0.0,173.0,3.88,1.25,1.3027140617263244,-0.6192333315455485,1.3548500480557375,-1.9809905673132322,-1.779435288078139,-1.7220950771548578,SP,0.6596060982602885,-1.0624889788945693,-10.3,p
453178.0,Ian Kennedy,Ian,Kennedy,SP,SP,steamer,184.0,10.0,0.0,169.0,4.34,1.29,1.0562083785612908,-0.6192333315455485,1.282437166207347,-2.3467681762955186,-1.8337034934708378,-2.461059456543267,SP,0.6596060982602885,-1.8014533582829784,-18.2,p
434628.0,Jason Hammel,Jason,Hammel,SP,SP,steamer,158.0,9.0,0.0,127.0,4.54,1.33,0.8097026953962569,-0.6192333315455485,0.5221019067992463,-1.9397027933678348,-1.4245122051635661,-2.651643727881446,SP,0.6596060982602885,-1.9920376296211577,-20.3,p
501992.0,Nate Karns,Nate,Karns,SP,SP,steamer,145.0,8.0,0.0,134.0,4.34,1.37,0.5631970122312231,-0.6192333315455485,0.6488244500339297,-1.4986651886743982,-1.2517859780272487,-2.1576630359820426,SP,0.6596060982602885,-1.498056937721754,-15.0,p
450306.0,Jason Vargas,Jason,Vargas,SP,SP,steamer,145.0,8.0,0.0,103.0,4.44,1.33,0.5631970122312231,-0.6192333315455485,0.08762461570890302,-1.571319645253072,-1.1645960635459054,-2.7043274124043997,SP,0.6596060982602885,-2.044721314144111,-20.8,p
432934.0,Chris Young,Chris,Young,SP,SP,steamer,80.0,4.0,0.0,69.0,4.74,1.35,-0.42282572042891214,-0.6192333315455485,-0.5278848800024166,-0.24550107899673002,0.11093225434064921,-1.704512756632958,SP,0.6596060982602885,-1.0449066583726696,-10.2,p
602083.0,Miguel Almonte,Miguel,Almonte,SP,SP,steamer,68.0,3.0,0.0,59.0,4.46,1.44,-0.6693314035939459,-0.6192333315455485,-0.708917084623393,0.1349076343448481,0.26246231261167413,-1.6001118728063652,SP,0.6596060982602885,-0.9405057745460768,-9.0,p
516969.0,Kelvin Herrera,Kelvin,Herrera,RP,RP,steamer,65.0,3.0,33.0,70.0,3.19,1.18,-0.6693314035939459,2.0461623129331166,-0.509781659540319,0.6155794977649949,0.5814571376623834,2.06408588522623,RP,-0.07979051039360607,1.984295374832624,22.2,p
465657.0,Joakim Soria,Joakim,Soria,RP,RP,steamer,65.0,3.0,1.0,62.0,3.66,1.27,-0.6693314035939459,-0.5384637665613465,-0.6546074232371,0.462504073731997,0.49351558598723505,-0.9063829336731604,RP,-0.07979051039360607,-0.9861734440667664,-9.5,p
621381.0,Matt Strahm,Matt,Strahm,RP,RP,steamer,55.0,3.0,1.0,58.0,3.33,1.22,-0.6693314035939459,-0.5384637665613465,-0.7270203050854905,0.7368372804687117,0.7257714788728834,-0.47220671589918795,RP,-0.07979051039360607,-0.551997226292794,-4.9,p
518397.0,Scott Alexander,Scott,Alexander,RP,RP,steamer,55.0,3.0,0.0,42.0,3.97,1.41,-0.6693314035939459,-0.6192333315455485,-1.0166718324790527,0.5604623238087598,0.5686793053677037,-1.1760949384420836,RP,-0.07979051039360607,-1.2558854488356896,-12.4,p
475243.0,Travis Wood,Travis,Wood,SP,SP,steamer,45.0,2.0,0.0,32.0,4.94,1.46,-0.9158370867589798,-0.6192333315455485,-1.1977040371000292,0.5406702477062938,0.7468173202994145,-1.4452868873988491,SP,0.6596060982602885,-0.7856807891385607,-7.4,p
456379.0,Al Alburquerque,Al,Alburquerque,RP,RP,steamer,35.0,2.0,0.0,33.0,4.06,1.41,-0.9158370867589798,-0.6192333315455485,-1.1796008166379315,0.9425245523690248,0.9926026826735473,-0.7795439998998877,RP,-0.07979051039360607,-0.8593345102934937,-8.2,p
622092.0,Kyle Zimmer,Kyle,Zimmer,RP,RP,steamer,30.0,1.0,0.0,29.0,3.92,1.35,-1.1623427699240136,-0.6192333315455485,-1.252013698486322,1.0652855307260936,1.125642465976977,-0.8426618032528135,RP,-0.07979051039360607,-0.9224523136464196,-8.8,p
501985.0,Mike Minor,Mike,Minor,RP,RP,steamer,25.0,1.0,0.0,24.0,3.86,1.24,-1.1623427699240136,-0.6192333315455485,-1.34252980079681,1.1710102916785077,1.2684535327998676,-0.6846420777879969,RP,-0.07979051039360607,-0.764432588181603,-7.2,p
543169.0,Brian Flynn,Brian,Flynn,RP,RP,steamer,20.0,1.0,0.0,18.0,3.69,1.33,-1.1623427699240136,-0.6192333315455485,-1.451149123569396,1.2847520961154653,1.3345976058546798,-0.6133755230688132,RP,-0.07979051039360607,-0.6931660334624192,-6.4,p
596001.0,Jake Junis,Jake,Junis,SP,SP,steamer,19.0,1.0,0.0,15.0,4.22,1.3,-1.1623427699240136,-0.6192333315455485,-1.5054587849556889,1.252784135220849,1.363159819219258,-0.6710909319851439,SP,0.6596060982602885,-0.011484833724855426,0.9,p
641838.0,Kevin McCarthy,Kevin,McCarthy,RP,RP,steamer,15.0,1.0,0.0,11.0,4.49,1.45,-1.1623427699240136,-0.6192333315455485,-1.5778716668040795,1.3170708026625302,1.4075064136537347,-0.6348705519573767,RP,-0.07979051039360607,-0.7146610623509828,-6.6,p
643294.0,Andrew Edwards,Andrew,Edwards,RP,RP,steamer,10.0,0.0,0.0,8.0,4.59,1.5,-1.4088484530890473,-0.6192333315455485,-1.6321813281903723,1.4245492918771885,1.5089774348173675,-0.7267363861304121,RP,-0.07979051039360607,-0.8065268965240182,-7.6,p
621219.0,Alec Mills,Alec,Mills,RP,RP,steamer,1.0,0.0,0.0,1.0,3.78,1.24,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.6355979616077898,1.7158279905524174,-0.4355597038994443,RP,-0.07979051039360607,-0.5153502142930504,-4.5,p
525768.0,Tim Collins,Tim,Collins,RP,RP,steamer,1.0,0.0,0.0,1.0,4.04,1.38,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.6342951920415514,1.7137234064097642,-0.438967057608336,RP,-0.07979051039360607,-0.5187575680019421,-4.5,p
493247.0,Peter Moylan,Peter,Moylan,RP,RP,steamer,1.0,0.0,0.0,1.0,4.15,1.39,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.6337440203019893,1.7135730789710033,-0.43966855678665895,RP,-0.07979051039360607,-0.519459067180265,-4.5,p
275933.0,Scott Downs,Scott,Downs,RP,RP,steamer,1.0,0.0,0.0,1.0,4.05,1.48,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.634245085519773,1.7122201320221548,-0.4405204385177237,RP,-0.07979051039360607,-0.5203109489113298,-4.6,p
450665.0,Kris Medlen,Kris,Medlen,RP,RP,steamer,1.0,0.0,0.0,1.0,4.42,1.4,-1.4088484530890473,-0.6192333315455485,-1.7589038714250558,1.6323911442139725,1.7134227515322422,-0.44117176031343686,RP,-0.07979051039360607,-0.5209622707070429,-4.6,p
429722.0,Ervin Santana,Ervin,Santana,SP,SP,steamer,199.0,11.0,0.0,163.0,4.54,1.36,1.3027140617263244,-0.6192333315455485,1.173817843434761,-2.8723855897508863,-2.3339932096672382,-3.3490802258025876,SP,0.6596060982602885,-2.689474127542299,-27.7,p
502327.0,Hector Santiago,Hector,Santiago,SP,SP,steamer,176.0,9.0,0.0,143.0,5.06,1.45,0.8097026953962569,-0.6192333315455485,0.8117534341928084,-2.807748176656756,-2.10188764422035,-3.9074130228335893,SP,0.6596060982602885,-3.247806924573301,-33.7,p
502043.0,Kyle Gibson,Kyle,Gibson,SP,SP,steamer,163.0,9.0,0.0,110.0,4.53,1.45,0.8097026953962569,-0.6192333315455485,0.21434715894358647,-2.0452772347549137,-1.8185204221559828,-3.4589811341166015,SP,0.6596060982602885,-2.799375035856313,-28.9,p
461833.0,Phil Hughes,Phil,Hughes,SP,SP,steamer,141.0,7.0,0.0,93.0,4.88,1.32,0.3166913290661893,-0.6192333315455485,-0.09340758891207333,-1.7931913236878068,-1.0634256972597942,-3.2525666123390335,SP,0.6596060982602885,-2.592960514078745,-26.7,p
608648.0,Tyler Duffey,Tyler,Duffey,SP,SP,steamer,137.0,8.0,0.0,111.0,4.15,1.32,0.5631970122312231,-0.6192333315455485,0.2324503794056841,-1.1942680688706468,-0.9840528095940192,-2.0019068183733073,SP,0.6596060982602885,-1.3423007201130188,-13.3,p
621244.0,Jose Berrios,Jose,Berrios,SP,SP,steamer,86.0,5.0,0.0,80.0,4.42,1.37,-0.17632003726387832,-0.6192333315455485,-0.3287494549193426,-0.2501108790003422,-0.03668929052259146,-1.411102993251703,SP,0.6596060982602885,-0.7514968949914145,-7.0,p
445213.0,Brandon Kintzler,Brandon,Kintzler,RP,RP,steamer,65.0,3.0,17.0,45.0,4.03,1.38,-0.6693314035939459,0.753849273185885,-0.9623621710927598,0.34199788885495613,0.3860314672731649,-0.14981494537269968,P,0.43465781012771054,0.28484286475501086,4.0,p
519151.0,Ryan Pressly,Ryan,Pressly,RP,RP,steamer,65.0,3.0,16.0,58.0,4.07,1.35,-0.6693314035939459,0.6730797082016831,-0.7270203050854905,0.32897019319257326,0.41534531783154754,0.021043510546367383,P,0.43465781012771054,0.4557013206740779,5.9,p
606167.0,Adalberto Mejia,Adalberto,Mejia,SP,SP,steamer,65.0,4.0,0.0,50.0,4.54,1.4,-0.42282572042891214,-0.6192333315455485,-0.8718460687822717,0.17589476915957528,0.36648890023424285,-1.3715214513629141,SP,0.6596060982602885,-0.7119153531026257,-6.6,p
573124.0,Taylor Rogers,Taylor,Rogers,RP,RP,steamer,55.0,3.0,0.0,47.0,3.85,1.31,-0.6693314035939459,-0.6192333315455485,-0.9261557301685646,0.593532628182501,0.6513593966862193,-0.9698284404393387,RP,-0.07979051039360607,-1.0496189508329448,-10.2,p
279571.0,Matt Belisle,Matt,Belisle,RP,RP,steamer,55.0,3.0,1.0,39.0,4.37,1.4,-0.6693314035939459,-0.5384637665613465,-1.0709814938653457,0.45022797589629016,0.5769473144995553,-1.2516013736247928,RP,-0.07979051039360607,-1.331391884018399,-13.2,p
543859.0,Michael Tonkin,Michael,Tonkin,RP,RP,steamer,45.0,2.0,1.0,44.0,3.94,1.28,-0.9158370867589798,-0.5384637665613465,-0.9804653915548575,0.7661495957090729,0.8685825456957739,-0.800034103470337,RP,-0.07979051039360607,-0.8798246138639431,-8.4,p
444520.0,Craig Breslow,Craig,Breslow,RP,RP,steamer,35.0,2.0,0.0,26.0,4.74,1.48,-0.9158370867589798,-0.6192333315455485,-1.306323359872615,0.8232710305364438,0.9557724601771177,-1.0623502874635817,RP,-0.07979051039360607,-1.1421407978571878,-11.2,p
595234.0,Justin Haley,Justin,Haley,RP,RP,steamer,25.0,1.0,0.0,21.0,4.29,1.36,-1.1623427699240136,-0.6192333315455485,-1.396839462183103,1.1171457807667327,1.2233553011715863,-0.8379144817143462,RP,-0.07979051039360607,-0.9177049921079523,-8.8,p
542953.0,Buddy Boshers,Buddy,Boshers,RP,RP,steamer,20.0,1.0,0.0,19.0,3.88,1.36,-1.1623427699240136,-0.6192333315455485,-1.4330459031072984,1.265711617839675,1.3255779595290238,-0.6233324272081617,RP,-0.07979051039360607,-0.7031229376017678,-6.5,p
594951.0,Ryan O'Rourke,Ryan,O'Rourke,RP,RP,steamer,15.0,1.0,0.0,14.0,4.03,1.37,-1.1623427699240136,-0.6192333315455485,-1.5235620054177865,1.3516443026896232,1.4255457063050472,-0.5279480978926783,RP,-0.07979051039360607,-0.6077386082862843,-5.5,p
